WELL,DESCRIPTION,Date
W-C-19S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-C-19S,Manually SD GCM3 to troubleshoot hot air release at engine side.,2020-08-26
W-C-19S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-C-19S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-28
W-C-19S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-29
W-C-19S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-C-19S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-C-19S,GCM3 tripped on stage 1 suction valve command disagree and subsequences to GCM2 tripped on IPC seal gas DP low. Limit switch for SDV2410 faulty due to loose termination.,2020-09-09
W-C-19S,GCM3 tripped on stage 1 suction valve command disagree and subsequences to GCM2 tripped on IPC seal gas DP low. Limit switch for SDV2410 faulty due to loose termination.,2020-09-11
W-C-19S,"DLC stop and depressurize gaslift header due to slight gas release at 2"" flange line #150-G-F1-C101. Suspected not following installation procedure during replacement.",2020-09-24
W-C-19S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-28
W-C-19S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-29
W-C-19S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-30
W-C-19S,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-01
W-C-19S,GCM#3 tripped due to PZAHH-2438 triggered at DCS. (HH at 2999 kPag),2020-10-05
W-C-19S,Well Quit. ,2020-10-09
W-C-19S,Unit train PSD due to PAH5050 cascaded from LALL5750 triggered. LSLL-5750 Swicth faulty & PDV6370 operated in manual mode.,2020-10-31
W-C-19S,Well quit due to air released through solenoid causing SSV trip,2020-11-01
W-C-19S,"DLC experienced shutdown due to ""ESD activated at DLB"" signal. Upon investigation, signal is not genuine. Suspected communication loss due to loose termination.",2020-11-02
W-C-19S,"DLC experienced ESD and power failure due to ""RIGFIRE"" alarm. Upon investigation, found JBF-113 cable loose. Cable replaced and all termination at JBF-113 was retightened.",2020-11-17
W-C-19S,"DLC wells tripped due to instrument air pressure low triggered. Upon troubleshooting, found sequence valve for inlet air dryer tower B intermittent open. Rectified and BOL well.",2020-12-26
W-C-19S,Well Quit,2022-10-25
W-C-19S,Well Quit,2022-11-05
W-C-19S,Well Quit,2022-10-25
W-C-19S,Well Quit,2022-11-05
W-C-20S,Well Quit. Gas lift optimization,2019-08-21
W-C-20S,Well Quit. Gas lift optimization,2019-08-25
W-C-20S,Well Quit. Gas lift optimization,2019-08-28
W-C-20S,well Quit. Gas lift optimization,2019-08-29
W-C-20S,Well shut in due to SSV tripped. Rectified and well BOL,2020-01-12
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-13
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-14
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-15
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-16
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-17
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-18
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-19
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-20
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-21
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-22
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-23
W-C-20S,Shut in well due to storm choke jammed open. Secured well with set CSA plug. Installed new storm choke and resume well flowing.,2020-01-24
W-C-20S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-C-20S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-C-20S,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-C-20S,Found well quit. Kick off and resume flow.,2020-05-20
W-C-20S,Found well quit. Kick off and resume flow.,2020-05-21
W-C-20S,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-C-20S,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-C-20S,"DLC experienced process shutdown due to PSHH-1130 triggered in view of sudden pressure from venting activity during depressurization of receiver barrel. Uncontrolled opening of the globe valve, coupled with no pressure indication at DCS for monitoring, are found to be the root cause.",2020-06-22
W-C-20S,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-C-20S,Well quit. Kick off and resume flowing,2020-06-30
W-C-20S,Well quit suspected due to insufficient gas lift. Increased gas lift from 18km3/d to 35km3/d. Well resume flowing.,2020-07-01
W-C-20S,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-C-20S,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-14
W-C-20S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-C-20S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-25
W-C-20S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-26
W-C-20S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-C-20S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-C-20S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-C-20S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-C-20S,Well Quit. ,2020-09-03
W-C-20S,Well Quit. ,2020-09-04
W-C-20S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-28
W-C-20S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-29
W-C-20S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-30
W-C-20S,"DLC experienced ESD and power failure due to ""RIGFIRE"" alarm. Upon investigation, found JBF-113 cable loose. Cable replaced and all termination at JBF-113 was retightened.",2020-11-17
W-C-20S,"DLC wells tripped due to instrument air pressure low triggered. Upon troubleshooting, found sequence valve for inlet air dryer tower B intermittent open. Rectified and BOL well.",2020-12-26
W-C-20S,well quit,2022-09-01
W-C-20S,Well quit,2022-09-02
W-C-20S,Well quit,2022-09-28
W-C-20S,well quit,2022-09-01
W-C-20S,Well quit,2022-09-02
W-C-20S,Well quit,2022-09-28
W-B-14L,Well Quit,2019-10-05
W-B-14L,Well Quit,2019-10-06
W-B-14L,Well Quit,2019-10-07
W-B-14L,Well Quit,2019-10-08
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-22
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-23
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-24
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-25
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-26
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-27
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-28
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-29
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-30
W-B-14L,Unable to back online well - well dies off after kick off. Suspected insert valve sanded up. Plan to conduct sand bailing and reset IV.,2020-01-31
W-B-14L,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-B-14L,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-B-14L,Shut in well for water handling and control EDQ,2020-03-19
W-B-14L,Shut in well for water handling and control EDQ,2020-03-20
W-B-14L,Shut in well for water handling and control EDQ,2020-03-21
W-B-14L,Shut in well for water handling and control EDQ,2020-03-22
W-B-14L,Shut in well for water handling and control EDQ,2020-03-23
W-B-14L,Shut in well for water handling and control EDQ,2020-03-24
W-B-14L,Shut in well for water handling and control EDQ,2020-03-25
W-B-14L,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-B-14L,Shut in well for water handling and control EDQ,2020-04-07
W-B-14L,Shut in well for water handling and control EDQ,2020-04-08
W-B-14L,Shut in well for water handling and control EDQ,2020-04-09
W-B-14L,Shut in well for water handling and control EDQ,2020-04-10
W-B-14L,Shut in well for water handling and control EDQ,2020-04-11
W-B-14L,Shut in well for water handling and control EDQ,2020-04-12
W-B-14L,Shut in well for water handling and control EDQ,2020-04-13
W-B-14L,Shut in well for water handling and control EDQ,2020-04-14
W-B-14L,Shut in well for water handling and control EDQ,2020-04-15
W-B-14L,Shut in well for water handling and control EDQ,2020-04-16
W-B-14L,Shut in well for water handling and control EDQ,2020-04-17
W-B-14L,Shut in well for water handling and control EDQ,2020-04-18
W-B-14L,Shut in well for water handling and control EDQ,2020-04-19
W-B-14L,Shut in well for water handling and control EDQ,2020-04-20
W-B-14L,Shut in well for water handling and control EDQ,2020-04-21
W-B-14L,Shut in well for water handling and control EDQ,2020-04-22
W-B-14L,Shut in well for water handling and control EDQ,2020-04-23
W-B-14L,Shut in well for water handling and control EDQ,2020-04-24
W-B-14L,Shut in well for water handling and control EDQ,2020-04-25
W-B-14L,Shut in well for water handling and control EDQ,2020-04-26
W-B-14L,Shut in well for water handling and control EDQ,2020-04-27
W-B-14L,Shut in well for water handling and control EDQ,2020-04-28
W-B-14L,Shut in well for water handling and control EDQ,2020-04-29
W-B-14L,Shut in well for water handling and control EDQ,2020-04-30
W-D-06L,"Intermittent flow, well unable to flow if gas lift pressure low",2019-02-18
W-D-06L,"Intermittent flow, well unable to flow if gas lift pressure low",2019-02-19
W-D-06L,"Intermittent flow, well unable to flow if gas lift pressure low",2019-02-20
W-D-06L,"Intermittent flow, well unable to flow if gas lift pressure low",2019-02-21
W-D-06L,"Intermittent flow, well unable to flow if gas lift pressure low",2019-02-22
W-D-06L,"Intermittent flow, well unable to flow if gas lift pressure low",2019-02-23
W-D-06L,Well quit,2019-01-03
W-D-06L,Well Quit. Gas lift Optimization,2019-06-03
W-D-06L,Well Quit. Gas lift Optimization,2019-06-04
W-D-06L,Well Quit. Suspected gas robbing,2019-07-28
W-D-06L,Well Quit. Gas lift optimization,2019-08-24
W-D-06L,Well Quit. Gas lift optimization,2019-08-26
W-D-06L,Well Quit. Gas lift optimization,2019-09-29
W-D-06L,Well Quit. Gas lift optimization,2019-09-30
W-D-06L,Well Quit,2019-10-03
W-D-06L,Well quit,2019-11-26
W-D-06L,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-19
W-D-06L,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-D-06L,Well quit,2020-03-25
W-D-06L,DLB Power failure due to TG632 tripped on Engine Flame out detected by high fuel flow alarm. Diesel fuel filter was found clogged. ,2020-03-31
W-D-06L,Shut in well for water handling and control EDQ,2020-04-07
W-D-06L,Shut in well for water handling and control EDQ,2020-04-08
W-D-06L,Shut in well for water handling and control EDQ,2020-04-09
W-D-06L,Shut in well for water handling and control EDQ,2020-04-10
W-D-06L,Shut in well for water handling and control EDQ,2020-04-11
W-D-06L,Shut in well for water handling and control EDQ,2020-04-12
W-D-06L,Shut in well for water handling and control EDQ,2020-04-13
W-D-06L,Shut in well for water handling and control EDQ,2020-04-14
W-D-06L,Shut in well for water handling and control EDQ,2020-04-15
W-D-06L,Shut in well for water handling and control EDQ,2020-04-16
W-D-06L,Shut in well for water handling and control EDQ,2020-04-17
W-D-06L,Shut in well for water handling and control EDQ,2020-04-18
W-D-06L,Shut in well for water handling and control EDQ,2020-04-19
W-D-06L,Shut in well for water handling and control EDQ,2020-04-20
W-D-06L,Shut in well for water handling and control EDQ,2020-04-21
W-D-06L,Shut in well for water handling and control EDQ,2020-04-22
W-D-06L,Shut in well for water handling and control EDQ,2020-04-23
W-D-06L,Shut in well for water handling and control EDQ,2020-04-24
W-D-06L,Shut in well for water handling and control EDQ,2020-04-25
W-D-06L,Shut in well for water handling and control EDQ,2020-04-26
W-D-06L,Shut in well for water handling and control EDQ,2020-04-27
W-D-06L,Shut in well for water handling and control EDQ,2020-04-28
W-D-06L,Shut in well for water handling and control EDQ,2020-04-29
W-D-06L,Shut in well for water handling and control EDQ,2020-04-30
W-D-06L,"GCM3 tripped on IO module fault. Upon investigation, found data cable was loose. Replugged the terminal and locked the position. BOL GCM3 and resume production.",2020-07-19
W-D-06L,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-13
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-14
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-15
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-16
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-17
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-20
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-21
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-22
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-23
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-24
W-C-07S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-29
W-C-07S,Well quit,2019-06-16
W-C-07S,Well Quit,2019-10-05
W-C-07S,Well Quit,2019-10-06
W-C-07S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-15
W-C-07S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-19
W-C-07S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-C-07S,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-C-07S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-C-07S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-C-07S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-C-07S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-04-01
W-C-07S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-04-02
W-C-07S,Manually Shutdown GCM3 to rectify discharge line isolation valve nipple grease faulty,2020-04-13
W-C-07S,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-21
W-C-07S,GCM3 tripped due to FG to GCM3 temperature low caused by HX6061 controller/PLC problem.,2020-04-30
W-C-07S,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-C-07S,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",2020-05-12
W-C-07S,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,2020-05-14
W-C-07S,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-C-07S,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-C-07S,"DLC experienced process shutdown due to PSHH-1130 triggered in view of sudden pressure from venting activity during depressurization of receiver barrel. Uncontrolled opening of the globe valve, coupled with no pressure indication at DCS for monitoring, are found to be the root cause.",2020-06-22
W-C-07S,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-C-07S,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-C-07S,"GCM3 tripped on IO module fault. Upon investigation, found data cable was loose. Replugged the terminal and locked the position. BOL GCM3 and resume production.",2020-07-19
W-C-07S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-C-07S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-25
W-C-07S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-26
W-C-07S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-C-07S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-C-07S,"DLC stop and depressurize gaslift header due to slight gas release at 2"" flange line #150-G-F1-C101. Suspected not following installation procedure during replacement.",2020-09-24
W-C-07S,"DLC experienced shutdown due to ""ESD activated at DLB"" signal. Upon investigation, signal is not genuine. Suspected communication loss due to loose termination.",2020-11-02
W-C-07S,"DLC experienced ESD and power failure due to ""RIGFIRE"" alarm. Upon investigation, found JBF-113 cable loose. Cable replaced and all termination at JBF-113 was retightened.",2020-11-17
W-C-07S,"DLC wells tripped due to instrument air pressure low triggered. Upon troubleshooting, found sequence valve for inlet air dryer tower B intermittent open. Rectified and BOL well.",2020-12-26
W-D-31,Well Quit. Gas lift optimization,2019-08-25
W-D-31,Well Quit. Gas lift optimization,2019-08-26
W-D-31,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-D-31,Well quit,2020-03-25
W-D-31,Well quit,2020-03-26
W-D-31,DLB Power failure due to TG632 tripped on Engine Flame out detected by high fuel flow alarm. Diesel fuel filter was found clogged. ,2020-03-31
W-D-31,Shut in well due to PIG stuck at SDV1030 during FWS crude pigging DLD-DLB. SDV 1030 partially open due to actuator problem. Unable to stroke open/closed. ,2020-04-20
W-D-31,Shut in well due to PIG stuck at SDV1030 during FWS crude pigging DLD-DLB. SDV 1030 partially open due to actuator problem. Unable to stroke open/closed. ,2020-04-21
W-D-31,"DLD experienced total power failure and ESD due to UPS panel down suspected due to faulty breaker. Plan to conduct simulation on UPS during next ESD for further action.

Note: other possible cause - procedure/human error",2020-05-02
W-D-31,"DLD experienced ESD due to loss air pressure from fusible plug loop. Found FPL core melted at C-125X at 176°F. Found that earlier, the air compressor's exhaust enclosure was covered incorrectly, causing the temperature inside enclosure to rise. ",2020-05-06
W-D-31,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-D-31,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-D-31,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-D-31,Dulang experienced power failure due to both TG630 and TG634 tripped on Engine Flame Out. Actual diesel consumption is high due to several interruption on same day. Found day tank level is only at 10%. Operation personnel work out to fill up the diesel day tank and resume production.,2020-06-25
W-D-31,"GCM3 tripped on LPC suction header gas pressure high. Not genuine. Upon investigation, found switch faulty.",2020-07-09
W-D-31,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-D-31,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-18
W-D-31,Well Quit. Gas lift optimization.,2020-08-20
W-D-31,Well Quit. Gas lift optimization.,2020-08-21
W-D-31,Well Quit. Gas lift optimization.,2020-08-22
W-D-31,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-D-31,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-D-31,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-D-31,"Shut in well to control flaring due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-27
W-D-31,"Shut in well to control flaring due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-28
W-D-31,"Shut in well to control flaring due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-29
W-D-31,"Shut in well to control flaring due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-30
W-D-31,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-01
W-D-31,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-02
W-D-31,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-03
W-D-31,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-04
W-D-31,Well Quit.,2020-10-05
W-D-31,Well Quit.,2020-10-06
W-D-31,Well Quit.,2020-10-07
W-D-31,Well Quit.,2020-10-08
W-D-31,Well Quit.,2020-10-09
W-D-31,Well Quit.,2020-10-10
W-D-31,Well Quit.,2020-10-11
W-D-31,Unit train PSD due to PAH5050 cascaded from LALL5750 triggered. LSLL-5750 Swicth faulty & PDV6370 operated in manual mode.,2020-10-31
W-D-31,"Dulang experienced PSD due to LSHH-6041 triggered as a result of liquid carry over from V585 (to KO drum) due to no discharge at PWTS pump. Upon investigation, suspected no discharge at pump due to air lock caused by back pressure from V586 due to check valve passing",2020-11-17
W-D-31,Well quit,2020-11-28
W-D-31,Well Quit,2022-05-15
W-D-31,Well Quit,2022-05-24
W-D-31,Well Quit,2022-05-15
W-D-31,Well Quit,2022-05-24
W-D-15L,SSV actuator leak,2019-08-01
W-D-15L,SSV actuator leak,2019-08-02
W-D-15L,SSV actuator leak,2019-08-03
W-D-15L,SSV actuator leak,2019-08-04
W-D-15L,SSV actuator leak,2019-08-05
W-D-15L,SSV actuator leak,2019-08-06
W-D-15L,SSV actuator leak,2019-08-07
W-D-15L,SSV actuator leak,2019-08-08
W-D-15L,SSV actuator leak,2019-08-09
W-D-15L,SSV actuator leak,2019-08-10
W-D-15L,SSV actuator leak,2019-08-11
W-D-15L,SSV actuator leak,2019-08-12
W-D-15L,SSV actuator leak,2019-08-13
W-D-15L,SSV actuator leak,2019-08-14
W-D-15L,SSV actuator leak,2019-08-15
