PLATFORM,WELL ORI,WELL,POTENTIAL (bbl/d),OPNS DATE,DOWNTIME,DESCRIPTION,CPL CODE,TYPE CODE,CAT CODE,PRIM CODE,SEC CODE,START DATE,END DATE,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,16-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,16-May-20,16-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,17-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,17-May-20,17-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,18-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,18-May-20,18-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,19-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,19-May-20,19-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,20-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,20-May-20,20-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,21-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,21-May-20,21-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,22-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,22-May-20,22-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,23-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,23-May-20,23-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,24-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,24-May-20,24-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,25-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,25-May-20,25-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,26-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,26-May-20,26-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,27-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,27-May-20,27-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,28-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,28-May-20,28-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,29-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,29-May-20,29-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,30-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,30-May-20,30-May-20,,,
Dulang,DULG-B021-LS,W-B-21L,166.32,31-May-20,24,Shut in well post CTU suspended due to tubing parted. Required to conduct APD first prior resume well flowing to ensure no communication with A-annulus.,I,U,W,B,Q,31-May-20,31-May-20,,,
Dulang,DULG-B022-LS,W-B-22L,156.92,8-May-20,1.5,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-B022-LS,W-B-22L,156.92,26-May-20,0.5,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-B024S02-TS,W-B-24S,166.3,8-May-20,4,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-B024S02-TS,W-B-24S,166.3,12-May-20,4,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-B024S02-TS,W-B-24S,166.3,14-May-20,1,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-B024S02-TS,W-B-24S,166.3,26-May-20,0.5,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-B028S02-LS,W-B-28S,38.95,8-May-20,3,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-B028S02-LS,W-B-28S,38.95,12-May-20,1,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-B028S02-LS,W-B-28S,38.95,26-May-20,0.5,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-B028S02-SS,W-B-28S,143.01,8-May-20,3,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-B028S02-SS,W-B-28S,143.01,12-May-20,1,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-B028S02-SS,W-B-28S,143.01,26-May-20,0.5,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-B032S01-LS,W-B-32S,161.67,2-May-20,14,Shut in well prior P585C mechanical seal change out,I,U,O,T,H,2-May-20,2-May-20,,,
Dulang,DULG-B032S01-LS,W-B-32S,161.67,3-May-20,21,Shut in well prior P585D mechanical seal change out,I,U,O,T,H,3-May-20,3-May-20,,,
Dulang,DULG-B032S01-LS,W-B-32S,161.67,4-May-20,6,Shut in well prior P585D mechanical seal change out,I,U,O,T,H,4-May-20,4-May-20,,,
Dulang,DULG-B032S01-LS,W-B-32S,161.67,8-May-20,1.5,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-B032S01-LS,W-B-32S,161.67,14-May-20,1,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-B032S01-LS,W-B-32S,161.67,22-May-20,8,Manually shut in well to allow rectification on PWTS pump P-585A,I,U,O,T,H,22-May-20,22-May-20,,,
Dulang,DULG-B032S01-LS,W-B-32S,161.67,23-May-20,4,Manually shut in well to allow rectification on PWTS pump P-585D,I,U,O,T,H,23-May-20,23-May-20,,,
Dulang,DULG-B032S01-LS,W-B-32S,161.67,26-May-20,0.5,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-B032S01-SS,W-B-32S,4.8,2-May-20,11,Shut in well prior P585C mechanical seal change out,I,U,O,T,H,2-May-20,2-May-20,,,
Dulang,DULG-B032S01-SS,W-B-32S,4.8,8-May-20,1.5,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-B032S01-SS,W-B-32S,4.8,22-May-20,8,Manually shut in well to allow rectification on PWTS pump P-585A,I,U,O,T,H,22-May-20,22-May-20,,,
Dulang,DULG-B032S01-SS,W-B-32S,4.8,23-May-20,4,Manually shut in well to allow rectification on PWTS pump P-585D,I,U,O,T,H,23-May-20,23-May-20,,,
Dulang,DULG-B032S01-SS,W-B-32S,4.8,26-May-20,0.5,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C001-LS,W-C-01L,234.14,8-May-20,13,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C001-LS,W-C-01L,234.14,9-May-20,11,"Unable to flow due to divert well to MOL in view of LPS pump unable to start. Found that System Overide System (SOS) was not cleared. After SOS cleared, BOL LPS pump and resume well production in LPS.",I,U,O,T,G,9-May-20,9-May-20,,,
Dulang,DULG-C001-LS,W-C-01L,234.14,10-May-20,1,"Unable to flow due to divert well to MOL in view of LPS pump unable to start. Found that System Overide System (SOS) was not cleared. After SOS cleared, BOL LPS pump and resume well production in LPS.",I,U,O,T,G,10-May-20,10-May-20,,,
Dulang,DULG-C001-LS,W-C-01L,234.14,26-May-20,4,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C001-SS,W-C-01S,329.98,8-May-20,18,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C001-SS,W-C-01S,329.98,9-May-20,24,"Unable to flow due to divert well to MOL in view of LPS pump unable to start. Found that System Overide System (SOS) was not cleared. After SOS cleared, BOL LPS pump and resume well production in LPS.",I,U,O,T,G,9-May-20,9-May-20,,,
Dulang,DULG-C001-SS,W-C-01S,329.98,10-May-20,15,Found well quit. Kick off and resume flow.,I,U,W,C,P,10-May-20,10-May-20,,,
Dulang,DULG-C001-SS,W-C-01S,329.98,11-May-20,17,Shut in well to control liquid carry over to KO drum,I,U,O,T,N,11-May-20,11-May-20,,,
Dulang,DULG-C001-SS,W-C-01S,329.98,12-May-20,16,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C001-SS,W-C-01S,329.98,26-May-20,1,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C003S01-TS,W-C-03S,251.93,8-May-20,13,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C003S01-TS,W-C-03S,251.93,12-May-20,4,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C003S01-TS,W-C-03S,251.93,14-May-20,1,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C003S01-TS,W-C-03S,251.93,26-May-20,4,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C004S01-LS,W-C-04S,58.29,8-May-20,6.5,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C004S01-LS,W-C-04S,58.29,12-May-20,8,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C004S01-LS,W-C-04S,58.29,14-May-20,8,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C004S01-LS,W-C-04S,58.29,15-May-20,14,Found well quit. Kick off and resume flow.,I,U,W,C,P,15-May-20,15-May-20,,,
Dulang,DULG-C004S01-LS,W-C-04S,58.29,26-May-20,7,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C006-SS,W-C-06S,190.67,8-May-20,8,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C006-SS,W-C-06S,190.67,26-May-20,2,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C007-LS,W-C-07L,271.69,8-May-20,19,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C007-LS,W-C-07L,271.69,14-May-20,2,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C007-LS,W-C-07L,271.69,26-May-20,1,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C007-SS,W-C-07S,234.14,8-May-20,6,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C007-SS,W-C-07S,234.14,12-May-20,4,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C007-SS,W-C-07S,234.14,14-May-20,1,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C007-SS,W-C-07S,234.14,26-May-20,4,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C009-LS,W-C-09L,270.7,8-May-20,7,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C009-LS,W-C-09L,270.7,12-May-20,3,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C009-LS,W-C-09L,270.7,14-May-20,1,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C009-LS,W-C-09L,270.7,26-May-20,3,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C009-SS,W-C-09S,206.48,12-May-20,3,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C009-SS,W-C-09S,206.48,14-May-20,1,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C009-SS,W-C-09S,206.48,26-May-20,2,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C015-SS,W-C-15S,340.84,8-May-20,7,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C015-SS,W-C-15S,340.84,12-May-20,3,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C015-SS,W-C-15S,340.84,14-May-20,2,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C015-SS,W-C-15S,340.84,26-May-20,10,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C018-LS,W-C-18L,169.93,8-May-20,7,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C018-LS,W-C-18L,169.93,12-May-20,4,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C018-LS,W-C-18L,169.93,14-May-20,2,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C018-LS,W-C-18L,169.93,22-May-20,17,Manually shut in well to allow rectification on PWTS pump P-585A,I,U,O,T,H,22-May-20,22-May-20,,,
Dulang,DULG-C018-LS,W-C-18L,169.93,26-May-20,2,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C018-SS,W-C-18S,209.45,8-May-20,8,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C018-SS,W-C-18S,209.45,12-May-20,3,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C018-SS,W-C-18S,209.45,14-May-20,1,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C018-SS,W-C-18S,209.45,26-May-20,2,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C019S02-SS,W-C-19S,106.7,8-May-20,4,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C019S02-SS,W-C-19S,106.7,12-May-20,3,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C019S02-SS,W-C-19S,106.7,14-May-20,1,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C019S02-SS,W-C-19S,106.7,22-May-20,12,Manually shut in well to allow rectification on PWTS pump P-585A,I,U,O,T,H,22-May-20,22-May-20,,,
Dulang,DULG-C019S02-SS,W-C-19S,106.7,23-May-20,4,Manually shut in well to allow rectification on PWTS pump P-585D,I,U,O,T,H,23-May-20,23-May-20,,,
Dulang,DULG-C019S02-SS,W-C-19S,106.7,26-May-20,3,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C020-SS,W-C-20S,477.18,8-May-20,8,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C020-SS,W-C-20S,477.18,20-May-20,9,Found well quit. Kick off and resume flow.,I,U,W,C,P,20-May-20,20-May-20,,,
Dulang,DULG-C020-SS,W-C-20S,477.18,21-May-20,4,Found well quit. Kick off and resume flow.,I,U,W,C,P,21-May-20,21-May-20,,,
Dulang,DULG-C020-SS,W-C-20S,477.18,26-May-20,1,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C022S02-TS,W-C-22S,288.48,1-May-20,2,(cont from 30 April interruption) GCM3 tripped due to FG to GCM3 temperature low caused by HX6061 controller/PLC problem.,I,U,P,K,M,1-May-20,1-May-20,,,
Dulang,DULG-C022S02-TS,W-C-22S,288.48,8-May-20,8,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C022S02-TS,W-C-22S,288.48,12-May-20,3,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C022S02-TS,W-C-22S,288.48,14-May-20,3,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C022S02-TS,W-C-22S,288.48,22-May-20,10,Manually shut in well to allow rectification on PWTS pump P-585A,I,U,O,T,H,22-May-20,22-May-20,,,
Dulang,DULG-C022S02-TS,W-C-22S,288.48,23-May-20,4,Manually shut in well to allow rectification on PWTS pump P-585D,I,U,O,T,H,23-May-20,23-May-20,,,
Dulang,DULG-C022S02-TS,W-C-22S,288.48,26-May-20,4,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C025W01-LS,W-C-25,561.16,8-May-20,5,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C025W01-LS,W-C-25,561.16,12-May-20,2,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C025W01-LS,W-C-25,561.16,14-May-20,16,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
Dulang,DULG-C025W01-LS,W-C-25,561.16,16-May-20,4,Found well quit. Kick off and resume flow.,I,U,W,C,P,16-May-20,16-May-20,,,
Dulang,DULG-C025W01-LS,W-C-25,561.16,26-May-20,1,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,I,U,P,K,R,26-May-20,26-May-20,,,
Dulang,DULG-C025W01-SS,W-C-25,389.25,8-May-20,6,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",I,U,P,J,E,8-May-20,8-May-20,,,
Dulang,DULG-C025W01-SS,W-C-25,389.25,12-May-20,5,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",I,U,O,T,E,12-May-20,12-May-20,,,
Dulang,DULG-C025W01-SS,W-C-25,389.25,14-May-20,4,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,I,U,P,G,F,14-May-20,14-May-20,,,
